Date,Country,Local,Industry,Accident_level,Pot_acc_level,Gender,Emp_type,Critical_risk,Description,Day,Month,Year,Weekday
2016-12-15,country_01,local_03,mining,3,4,male,third party,others,"happened?): during the maintenance of the bolter equipment; the collaborator uses a carpenter's hammer to be able to remove a link in the chain of advance the drilling machine, in moments that hits on the side of the chain, the partner hits the structure of the beam diverting the path of the hammer causing it to strike his left hand.",15,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9B48>
2016-12-16,country_02,local_08,metals,1,2,female,third party,others,"the maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room b.",16,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9AC8>
2016-12-19,country_01,local_04,mining,1,3,male,employee,others,"in circumstances that the operator performed the lifting of an 8-inch vitaulic pipe, this is imprisoned in the structure of the railing of the truck, instants that pushes the pipe with the right hand this returns to its initial position hitting the middle finger of the employee causing a bruise",19,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9A48>
2016-12-23,country_01,local_04,mining,2,4,male,third party,others,"when performing the movement of the bar to make room and place a calibrator. mr. chuquillanqui pushes the bar with both hands turning it, being at that moment imprisoned the middle finger of the left hand against the other bar that was ahead.",23,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA99C8>
2016-12-22,country_02,local_05,metals,1,2,male,third party,others,"employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation, causing irritation.",22,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9948>
2016-12-22,country_01,local_01,mining,1,4,male,third party,others,"at the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. at the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.",22,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA98C8>
2016-12-23,country_01,local_03,mining,1,3,male,third party,others,"at level 4150 geology - surface, master mine to temporarily repair water leakage from a 4-inch diameter metal distributor, makes a cut of a rim chamber strip of 4cm wide x 100cm long making using a cutter, his partner stretches the camera when cutting with force the edge of the cutter makes contact with the index finger of the left hand causing a superficial cut. at the time of the event the worker was wearing boss gloves.",23,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9848>
2016-12-26,country_01,local_06,metals,1,2,male,employee,others,"mr. marcelo withdrew foam from the ajax oven, using the metal spoon to empty it into the foam waste container. at that moment splash of slag residues, impacting the face and generating a surface burn. the worker was wearing a face mask.",26,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA97C8>
2016-12-28,country_02,local_05,metals,1,4,male,employee,others,"employee reports that when trying to remove one of the plates from the overflow system of the ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the ustulador oven, located behind the performer.",28,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9748>
2016-12-30,country_01,local_04,mining,4,5,male,third party,others,"at 13:40 hours, mr. hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",30,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA96C8>
2016-12-31,country_01,local_04,mining,3,4,male,third party,others,"being approximately 8:10 p.m. alpha operator mr. ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",31,12,2016,<built-in method day_name of Timestamp object at 0x000001B2C7AA9648>
2017-01-02,country_01,local_06,metals,1,2,male,third party (remote),pressed,"at 13:40 hours, mr. jose performed the erasing of the earthenware of section 30, when turning on the machine of alizado (ironing) of concrete, this tour abruptly imprisoning his left hand between the command of the equipment and the metal structure, causing an atriction in the back of the left hand.",2,1,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA95C8>
2017-01-05,country_01,local_01,mining,1,4,male,third party,projection,"in the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the mt-32 scoop lip, with oxicorte equipment, the injured feels a discomfort in both eyes. at the time of the accident the collaborator made use of his full epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",5,1,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA9548>
2017-01-05,country_01,local_03,mining,1,3,male,employee,others,"during the mechanized support activity in the level 3450 - tajo when lifting the support mesh on the platform of the scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",5,1,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA94C8>
2017-01-06,country_02,local_08,metals,1,1,male,employee,pressed,"during the preparation for the scaffolding activity, the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",6,1,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA9448>
2017-01-07,country_01,local_04,mining,1,4,male,employee,others,"when making the change of support of the vertical pump of 6 ""(40357 zinc two mechanics raised a beam in"" h ""(4"" x 2.7 m and 45 kg.) one at each end and being at the height of the injured person's knee slips from his hands causing the injury described.",7,1,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA93C8>
2017-01-08,country_01,local_06,metals,3,3,male,employee,cut,"at 11:25 a.m., the deslaminator stops untimely, then the operator lowers and locks the machine to verify the failure, detecting locking of the sheet between the basket and the manipulator. the operator tries to arrange the sheet manually and when pulling the sheet, this one cuts the palm of the right hand with the edge of the sheet, is referred to the medical center for attention.",8,1,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA9348>
